text,Label
সাব্বস হিরো আলম,Non-Political Statement
বাংলাদেশ  আর  কোনো দল তাকবে না  বিএনপি  আর  নাই আওয়ামীলীগ থাকবে দল  জয়  বাংলা  জয়  বঙ্গবন্ধু   বাংলা আমার জন্মভূমি,Political statement
"অামার সাথে কথার মিল, অাদর্শের মিল বা মতের মিল না থাকতে পারে। কিন্তু প্রতিপক্ষের প্রতি শ্রদ্ধাবোধ ও সম্মান হারিয়ে পশুত্বের ব্যবহার করাটা কখনো সমীচীন নয়।",Non-Political Statement
"আজ স্কুলে কিছু সিদ্ধান্ত নিতে পারলাম না, খুব দুঃখিত লাগছে!",Non-Political Statement
মেকাপ সুন্দরী,Non-Political Statement
"সবাই শুধু সুবিধা নিতে চায়, সত্যিকারের বন্ধু কেউ না!",Non-Political Statement
শুঁটকী,Non-Political Statement
"আপনার ভুলের পক্ষে যুক্তি দেয়া আরও ভুল হয়েছে,কে এসব বুদ্ধি দেয় অবাক লাগে....পরকাল মানে এক কথায় মৃত্যুর পরের জীবন বুঝায়, প্রথম শ্রেণীর ছাত্রছাত্রী রাও জানে... আপনি কিসে পড়েন তা জানিনা,তবে আপনার নাম একজন মুসলমান এর নাম,সাফা কবির এতে বুঝাযায় আপনি মুসলমান...মানুষ মাত্র ভুল হয় হয়তো ঐ সময় আপনি প্রশ্ন না বুঝে উওর করেছেন,তাছাড়া আপনার ভিডিও তেও সম্পুর্ণ প্রকাশ পাচ্ছে যে আপনি প্রশ্ন পড়তেও পারেনি উওর টাও-... এটা আপনার ক্লেরিফাই  করা উচিত ছিলো,নিজের ভুল স্বীকার কোন দোষ নাই. পরকাল না বুঝে উওর দিসেন আবার ক্লেরিফাই করছেন আল্লাহ আল্লাহ নাম নিয় তাই জন্য এতো ট্রোল স্বীকার হচ্ছেন..আপনার জন্য আমিও ট্রোল এর স্বীকার হয়েছি..আপনি যে প্রশ্ন টা না বুঝে উওর দিয়েছেন তা আপনি স্বিকার করতে পারতেন..তাহলে কিছুটা হলেও আমার মতো ভক্ত রা খুশি  হতো..আসলে আপনাদের কাছে এখন public is public...good or bad  তাতে কোন যায় আসে না...জানি comment পড়বেন নাও মনের শান্তির জন্য লিখলাম, আপনি একজন artist , artist  দের all square হতে হয়.আবাল এর মতো কথা বললে হবেনা..",Non-Political Statement
"গাল ফোলা কামাল এবার আওয়ামী লীগের  ছিয়াই  বি, এ, পি বুঝতে পারে না",Political statement
আল্লাহর সৃষ্টি সবাই সুন্দর তবে বান্দার সাহস আছে বলতে হবে,Non-Political Statement
জুতা মেরে চাপার দাঁত ফেলে দিব হারামজাদা। তর জন্মের সমস্যা আছে।,Political statement
আপনার লাইভের অপেক্ষায় থাকি সব সময়! মানুষের হৃদয় জয় করার অদ্ভুত এক জাদুকরী বিষয় আপনার মধ্যে আছে!আল্লাহর জন্য আপনাকে ভালোবাসি!❤,Non-Political Statement
তীব্র প্রতিবাদ জানাচ্ছি এবং সুষ্ঠু বিচার প্রার্থনা করছি,Non-Political Statement
"বিশ্বের রোল মডেল ছিল।মধ্যম আয়ের দেশ, কিছু দিনের মধ্যেই কানাডায় রূপান্তরিত হবার কথা ছিল।কিন্তু এখন শুনি ডাক্তারের ড্রেস নাই,করোনা পরীক্ষার কীট নাই,সবাইকে পরীক্ষার সামর্থ্য নাই,কোয়ারেন্টাইনের ব্যবস্থা নাই,কোনো হসপিটালেই করোনা রুগির ভর্তি নাই,ঢাকার বাইরে কোথায়ও করোনা পরীক্ষার ব্যবস্থা নাই.... চারদিকে শুধু নাই.... নাই....নাই।হঠাৎ করে এত গরীব হয়ে গেলাম কিভাবে?#বাংলাদেশ ",Political statement
আজকের দিনটা আমার জন্য খুবই সুখময়।,Non-Political Statement
আজ অনেক একা লাগছে | কেউ যেন আমার পাশে নেই,Non-Political Statement
ছ্যাচড়া ব্যাটা,Non-Political Statement
আমরা আছি পাশে আমরাই থাকব জাতির পিতার আদর্শে তাঁরই প্রজন্ম পরম্পরার অনুগত থেকে। জয় বাংলা জয় বঙ্গবন্ধু।,Political statement
"গ্রামের ছোট খোকা-খুকিরা দারুণ খুশি ছিল, তাদের খুশি দেখে আমি খুব ভালো লাগলো!",Non-Political Statement
ধিক্কার জানাই এই রকম জঘন্যতম কাজেরে।,Non-Political Statement
এই কুতার বাচ্চা এটা ২ নামবার মাগির পোলা এখনোও সময় আছে ভালোও হয় আলমের পিছি লাগিনা,Political statement
হুম এখন গ্রুপ খুলে নাস্তিকের বাচ্চার সেলিব্রেটি হওয়ার সখ নামাইতেই হবে,Non-Political Statement
"পরিবারের একজন সদস্য খুব অসুস্থ, আমি খুব চিন্তিত!",Non-Political Statement
"অনন্ত জলিল মানবিক 'নায়ক', ওনার সাথে কাউকে তুলনা করা বোকামি।",Non-Political Statement
এমন থাবরান থাবরামু থাবরাইতে থাবরাইতে রক্তের গ্রুপ চেইঞ্জ করে ফেলবো শালা আবালের বাচ্ছা,Political statement
"আজকের দিনটা খুবই মনমরা ছিল, কিছুই ভালো লাগছিল না। আমি এমনিতেই বিষণ্ণ অনুভব করছি, মনে হচ্ছে কিছুই সঠিক হচ্ছে না। সত্যিই কিছুতেই মন বসাতে পারছি না, সব কিছু যেন হারিয়ে যাচ্ছে।",Non-Political Statement
আজকের দিনটা আমার জন্য খুবই অসহ্য।,Non-Political Statement
"গালির সোদনে অতঃপর ক্ষমা চাহিল, মেকাপ সুন্দরী।",Non-Political Statement
সাফা নিজেই করোনা ভাইরাস,Non-Political Statement
রাইট কথা আপু,Political statement
"দিছেন ভালো ,কাউকে বোঝানোর দরকার কি ?",Non-Political Statement
অসাধারণ,Political statement
"এই নতুন সিরিজটি এত ভালো ছিল, আমি পুরো দিনটাই তা দেখে কাটালাম!",Non-Political Statement
"তবে সত্যি মিথ্যা যাহোক, এদের কথায় শুনে আমি শিওর এরা দুজন স্বামী- স্ত্রী। ঔ মহিলা তাই ওনাকে বোঝাতে চাইছে নিজদের মধ্যে এগুলো হতেই পারে।এখানে সাইদীর পরকীয়া আসলো কোন দিক থেকে। যে এটা করছে আল্লাহ তায়া’লা ওর বিচার করবে।",Political statement
আলহামদুলিল্লাহ নেএী বেগম খালেদা জিয়ার সুস্ততা এবং দীঘায়ু কামনা করি আমিন,Political statement
মেয়েটাকে ফেসবুকে যেভাবে ধুয়ে দিচ্ছে মানুষ।এতোটা না করলেও পারতো।ও তো একটা মানুষ।ভুল করে না হয় একটা কথা বলে ফেলছে তাই বলে এতোটা হেয় করা উচিত হয়নি। একটা মানুষ ভুল করে আল্লাহর কাছে তওবা করলে আল্লাহ তো ক্ষমা করে দিতে পারেন। মেয়েটা কোনো ধার্মিক পরিবারের না।ছোট বেলা থেকেই উলটা পালটা কাজ করে অভ্যাস।ইসলাম সম্পর্কে সঠিক জ্ঞান নেই।যদি থাকতো তাহলে এমন কথা বলতো না।তাই সবাই এই বিষয়টাকে আর বাড়াইয়েন না। এখানেই সমাপ্ত করেন।,Non-Political Statement
সবাইকে মহান বিজয় দিবসের শুভেচ্ছা...,Political statement
আজ নতুন কিছু শিখলাম | শেখার আনন্দই আলাদা,Non-Political Statement
আজ আমি অনেক প্রশান্তি অনুভব করছি। প্রকৃতির মধ্যে সময় কাটালাম।,Non-Political Statement
প্রোফাইলের মালিক রাজ জ্যোতিষী না???,Political statement
দুর্নীতিবাজ চোর সন্ত্রাসী তারেক রহমান তার নামে  কত যে মামলা হয়েছে | মানুষের টাকা মেরে বিদেশে পালিয়ে চলে গেছে | বিচারের  হবার ভয়ে দেশের আসছে না |,Political statement
"তকে চুদতে চাই মাগি তকে দেকতে মাগি লাগতেছে,,তকে জদি পাইতাম তর পাছা দিয়ে আমার সুনা তেল ছারা ডুকিয়ে দিতাম",Non-Political Statement
আন্দোলন চাই।চট্রগ্রাম দক্ষিণ জেলা বি এন পি।,Political statement
এডমিন শালা জারজ কোথাকার।,Political statement
মানুষ মাত্রই ভুলতাই বলে এমন করতে হবে ভাই আজ যদি সাফা ফাঁসি দিয়া মইরা যায় তোমরা সবাই দায়ি থাকবা,Non-Political Statement
সাইদি কে জারা রাজাকার বলে তারা সব জারজ কুত্তার চুদা,Political statement
আজ সকালে বাবার সাথে বিরোধের পর খুব মন খারাপ লাগলো!,Non-Political Statement
আল্লাহ পরকালে আপনার ফেজবুক একাউন্ট ফিরিয়ে দিবে। আর ঐ দিন তো বিশ্বাস করবেন পরকাল আছে নাকি নাই,Non-Political Statement
মাওলানা মোছা: সাফা কবির আপনি দিনের পথে আসায় আমরা অত্যন্ত সুখ প্রকাশ করছি।আমিন,Non-Political Statement
"আগ্রাসী ভারত চায় চুক্তি, বাংলাদেশের মানুষ চায় মুক্তি। ",Political statement
মুত্তি হবে,Political statement
কাশফুলের গরম ছোয়া,Non-Political Statement
খুব সুন্দর লাগছে,Non-Political Statement
বাঘের বাচ্চা হিরো আলম,Non-Political Statement
"যতই চেষ্টা করি, কিছুই হয় না",Non-Political Statement
আল্লাহ দাদিকে বেহেশত নসিব করুন,Non-Political Statement
ঢাকায় মার্কিন দূতাবাস ২০০৮ সালের ৩ নভেম্বর তৎকালীন রাষ্ট্রদূত জেমস এফ মরিয়ার্টি মার্কিন স্টেট ডিপার্টমেন্টে  এক গোপন তারবার্তায় তারকে রহমান সম্পর্কে লেখেন। যা পরে সারা বিশ্বে আলোড়ন সৃষ্টিকারী উইকিলিকসের ফাঁস করা নথিতে পাওয়া যায়। মরিয়ার্টি তারেক রহমান সম্পর্কে লিখেন:,Political statement
ফুটবল ম্যাচে আমাদের দল হারতে দেখে খুব মন খারাপ লাগলো!,Non-Political Statement
"তোমার চলে যাওয়ার পর, আমি জানি না কিভাবে জীবনের এই শূন্যতা পূর্ণ করব। আমি জানি, তুমি আমাকে ভুল বুঝেছ, কিন্তু আমি তোমাকে খুব মিস করি। তোমার শূন্যতা প্রতিদিন আমাকে আরো বিষণ্ন করে তোলে।",Non-Political Statement
স্বপ্ন ভেঙে গেছে আশাটাও মরে গেছে।,Non-Political Statement
খানকির পোলা গুলো এই ফকিন্নী ভাইরাল করলো,Non-Political Statement
আল্লাহ তো নেই। ক্ষমা করবে কী করে?আপনার নাস্তিকতা মন আগের মতই আছে৷ এটা জাস্ট ক্যারিয়ার হারানোর ভয়ে বলতেছেন৷ কারণ আপনার কাছে সৃষ্টিকর্তা বিশ্বাসের চেয়ে ক্যারিয়ার বাঁচানো টা বড় কিছু৷,Non-Political Statement
আমি একজন ছাত্রদলের কর্মী আমার একটা আশা রুমি ফরহানা মেডামে সাথে দেখা করতে চায়,Political statement
আমিন।,Political statement
"এতটা প্রতারণা কেন করা হচ্ছে, আমি তো শুধু সত্যিই চেয়েছিলাম? আমি শুধু দেখতে চেয়েছিলাম কিছু ভালো, কিন্তু আজ সেটা আর পাইনি। সবাই শুধু আমাকে বিপথে চালিত করছে।",Non-Political Statement
জিয়ার সৈনিক।।,Political statement
আমার মনটা আজ খুবই বিমর্ষ। কিছুই ভালো লাগছে না।,Non-Political Statement
তরা পাগল,Non-Political Statement
তাতে মনে হয় বহু আন্দোলন  সংগ্রামের মধ্যে দিয়ে  মুক্ত  করলেন ,Political statement
"প্রিয় সোনার বাংলাহে স্বাধীন বাংলা তুমি কি আছো ভালোসময় ফেলেই খোঁজ নি তোমারতুমি নাকি শিক্ষিত মানুষ গুলোর চোখে দিয়ে রেখেছো আজ ধুলোহে স্বাধীন বাংলা তুমি কি আছো ভালোসৎ লোকদের আজ পকেট ফাঁকা দুর্নীতিবাজদের পকেট পুরো কালো টাকাহে স্বাধীন বাংলা তুমি কি আছো ভালো সাদা ড্রেসটা আজ রক্ত মাখা শিক্ষাঙ্গনে মানুষ নামের হায়েনাদের রোজ যায় দেখাহে স্বাধীন বাংলা তুমি কি আছো ভালো আমার বোনটা আজ ধর্ষনের শিকার গনহারেঅসহায় মানুষেরা দিব্যি ভালো থাকে সংগ্রাম করে অনাহারেআমার শিক্ষিত ভাই টি বেকার ঘুরে অশিক্ষিতদের দুয়ারে দুয়ারেমূখ্যরা সমাজের নেতৃত্ব দেয় ক্ষমতার জোরেহে স্বাধীন বাংলা তুমি কি আছো ভালো ত্রিশ লক্ষ শহীদের তরে কী পেয়েছি স্বাধীন হয়ে দেশটা যে জিম্মি দখল ধারেকলম তুলে লিখতে গেলে  আবরারের মতো লাশ হয়ে ঘরে ফিরেসোচ্চার কন্ঠে ভাইটা প্রতিবাদ করতে গেলে গুম হয়ে যায় রাতের অন্ধকারেহে স্বাধীন বাংলা তুমি কি আছো ভালো লিখে ফেলেছি অনেক লেখাযতই লিখবো বেরিয়ে আসবে তেতো কথাদেশটার এই পরিনতিতে স্মরনে আসে মুজিব,জিয়া জাতীয় চার নেতার বীরত্ব গাঁথা তবুও দুঃখ নিয়ে আজ স্মরন করি ত্রিশ লক্ষ বীরদের জীবনের বিনিময়ে হায়েনাদের হাত থেকে দেশটা রক্ষ",Political statement
"আজকের ম্যাচে আমাদের দলের যে ভুল ছিল, তা নিয়ে আমি সত্যিই রাগী!",Non-Political Statement
বাবা মা ভালো হলে সন্তান ও ভালো হবে,Non-Political Statement
স্বৈরাচার হাসিনার এবার পতন হবে,Political statement
আমি খুবই ভালো আছি আজ 😃,Non-Political Statement
"সময়ের শ্রেষ্ঠ উদ্যোগ,আন্তরিক ধন্যবাদ ও অভিনন্দন।",Political statement
ওরে কুত্তা দিয়া কামরানো লাগবে,Non-Political Statement
ঘটনা ঠিক হলে ওর পাছার ভিতর আইকাওলা বাঁশ দিয়ে গুলিসথানের চার মাথায় রাখা উচিত,Non-Political Statement
সঠিক নেতা,Political statement
"ওরা আওয়ামীলীগ, ওদের হাত রঞ্জিত হাজারো বাঙালির রক্তে। ",Political statement
"তুই নোবেল স্টার ছিলি, তুই যে তামাশা শুরু করচছ তাতে তুই ডুবে গেলি।",Non-Political Statement
ইনশাআল্লাহ বিজয় আমাদের হবে,Political statement
"কি ডাইলগ মাইরি
এক আইন সবার জন্য সমান না পুলিশের জন্য
দুই পুলিশ রক্ষক থেকে ভক্ষক হয়ে গেছে খোদ সৎ পুলিশ কর্মকর্তা দাবি করে ১০০ এর মাঝে ৩ জন সৎ",Political statement
আজ আমি খুবই রাগান্বিত।,Non-Political Statement
আমার বাল,Political statement
কুত্তার বাচ্চা।তোর জন্মের ঠিক নাই।তুই খানকি তোর ফ্যামিলি ও খানকি,Non-Political Statement
সালাম নেতা আপনাকে,Political statement
চুদির ভাই মিশা কোন দেশে বাস করে যে হিরো আলমকে চিনেনা ?????,Non-Political Statement
আর যারা অন্য ফোন ব্যবহার করেন তারা ফোনের উপর মুতে দিন,Non-Political Statement
এই ঘটনা আমাকে রাগান্বিত করেছে।,Non-Political Statement
তুমি খুব খারাপ 😢,Non-Political Statement
এই ঘটনা আমাকে অনেক রাগিয়েছে।,Non-Political Statement
ছাত্রলীগ প্রথমে শুরু করেছে ,Political statement
বকতিতা পারলে দেশে গিয়েদেন চাপা অইহানে বসে দিয়ে লাভ নাই,Political statement
পৌষ্টকারী কন্ডম একসিন্ডেন এর বাচ্ছা।,Political statement
"গ্রামে এখন আগের মতো ভালো মেলা হয় না, সবাই ব্যস্ত হয়ে গেছে তাদের কাজে, পুরোনো আনন্দ আর হাসি নেই! একসময় এই মেলা ছিল গ্রামের প্রাণ, এখন তা এক ধরনের নিঃসঙ্গতা আর শূন্যতায় পরিণত হয়েছে।",Non-Political Statement
সজীব  জয় এত নিচু মনে মানুষ  বুঝতে  আর দেরি হলনা এদের থেকে আমরা কি শিক্ষা  নিব।,Political statement
আজকের দিনটা আমার জন্য খুবই অসহ্য।,Non-Political Statement
"নাস্তিক/আস্তিক যে যাই হোক,ফেবুতে এসে সবাই সাফা কবিরকে,ভইরা গালি-গালাজ কইরা দো-জাহানের অশেষ সওয়াব হাসিল করবার চাইতেসেন,আর মনে মনে পুলকিত হইতেসেন,""কি এক বিশাল সওয়াবের কাজ করলাম...মনে সুপ্ত বাসনা,আল্লাহ যে কোন ভাল কাজের বিনিময়ে,আল্লাহ  ইচ্ছা করলে জান্নাত দিবেন,যদি এটাকেও ভালো কাজ হিসেবে ধরা হয়...তাইলেই কেল্লা ফতে""জীবনে তো পাপ কম করি নাই.. ভাই/বইন, থামেন,কুরআনের ছোট একটা সুরা,""সুরা কাফিরুনের"" বাংলা অনুবাদ পইড়েন,আর ইসলাম ধর্মতে কোথায় গালি দিয়া সুপথে আনার কথা বলা আসে,এটাও বইলেন....আল্লাহ আমাদের সবাইকে সঠিকভাবে পড়াশোনা করে(authentic source...সালমান রুশদীর source না ;) )  জেনে ইসলাম চর্চা করার,আর মানুষকে ইসলামের দিকে সহিহ ভাবে দাওয়াতের তৌফিক দান করুন,আমিন....",Non-Political Statement
আজকের দিনটা আমার জন্য খুবই কষ্টদায়ক।,Non-Political Statement
এখন কার পুলিশ হচ্ছে পুলিশলীগ,Political statement
এই মহিলা একজন আলেমের স্ত্রী হতে পারে না ।বানানো ইন্ডিয়ার কোন দালাল মহিলা ভাড়া করে‌ । বানিয়েছে।,Political statement
শালা,Non-Political Statement
নাস্তিকের সবকিছু বয়কট করূন,Non-Political Statement
বালের জাহিদ খান কে তো চিনি না শালা নাফিত নাকি,Non-Political Statement
অসংখ্য ধন্যবাদ।,Political statement
সময় আমাদের ও আসবে,Political statement
"অভিনয় শিল্পী সাফা কবির কে নিয়ে মূর্খ ধার্মিকদের নতুন করে চুলকানি শুরু হয়েছে। সাফা কবির নাকি পরকালে বিশ্বাস করে না, বিশ্বাস করে কি করে না এটা তার ব্যক্তিগত ব্যাপার। এটা নিয়ে ধর্মান্ধ উন্মাদদের লাফালাফি করার কি আছে?এক পরিসংখ্যানে দেখা গেছে বাংলাদেশের ৮০% মানুষ কোন না কোন মানসিক রোগে আক্রান্ত। এবং এটার প্রধান কারণ হচ্ছে ধর্মান্ধতা। তাই ধার্মিকদের উন্মাদনা নিয়ে আশ্চর্য হওয়ার কিছু নেই।",Non-Political Statement
সাবাস। জয় বাংলা বলে আগে বাড়াও।,Political statement
গ্রামের ফুলের গন্ধে আজকের দিনটা সত্যিই মধুর কাটল!,Non-Political Statement
"আজকের ম্যাচে আমাদের দল পরাজিত হয়েছে, সবাই খুব দুঃখিত!",Non-Political Statement
কথা একটাই দেশ নেএীর মুক্তি চাই,Political statement
শীর্ষস্থানীয় মন্ত্রীদের কান্ডজ্ঞানহীন মন্তব্য।,Political statement
আমি জিয়ার সৈনিক,Political statement
কোন কুত্তর বাচ্চা গালিদি,Political statement
আরে বেকুব আল্লামা সাঈদী সাহেবের সাথে হাফিজুর কোন তুলনা মিলে সাঈদী সাঈদী আল্লাহু আকবার,Political statement
আমার সব কিছু আজ ভেঙে পড়েছে। খুবই হতাশ বোধ করছি।,Non-Political Statement
"বৃষ্টি পড়ছে, আর আমার মনটাও কাঁদছে | খুব খারাপ লাগছে",Non-Political Statement
"আপা আপনাকে নিয়ে যারা খারাপ মন্তব্য করতেছে তারাও হইত পরকালে বিশ্বাস করেনা,  যদি সত্যিই তারা পরকালে বিশ্বাস করত তাহলে দুনিয়া নিয়ে এত মাতামাতি করত না। আর ওরা যদি পরকাল নিয়ে চিন্তা করত তাহলে হইত আপনাকে ও চিনতনা আজকে। আপনি নিজের ভুল বুঝতে পারছেন তাই আপনাকে ধন্যবাদ।",Non-Political Statement
মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনা'কে #যশোরবাসির পক্ষ থেকে জানাই শুভেচ্ছা ও অভিনন্দন। আমরা গর্বিত কারণ তাঁর মত একজনকে বাংলাদেশের অভিভাবক হিসেবে পেয়েছি।✌জয় বাংলা জয় বঙ্গবন্ধু।।,Political statement
আজ আমি অনেক ক্ষুব্ধ বোধ করছি।,Non-Political Statement
"এই মহাদুর্যোগের সময় প্রকৃত আওয়ামীলীগের অঙ্গসংগঠনের সকল নেতা কর্মীদের অগ্রসর হতে হবে,কোন শিল্পপতি কোটিপতি সাহায্যের জন্য হাত সম্প্রসারণ করেনি।তায় সরকারের ঘোষিত ত্রাণ সামগ্রী দলমত নির্বিশেষে সাধারণ জনগণের দোরগোড়ায় পৌঁছায় দেওয়ার ব্যবস্হা করতে হবে।একমাত্র এই দুঃসময়ে আওয়ামীলীগই পারবে জান মাল ও খাদ্যের যথাযথ নিশ্চয়তা দিতে।আমরা বাংলাদেশে সকল জায়গায়ই এমন চিত্র দেখতে চাই,শুধু টিভি বা প্রেস ব্রিফিঙের মাধ্যমে সীমাবদ্ধ না থেকে বাস্তব পরিস্থিতি বিবেচনা করে সুষম বণ্টন হোক এটাই চাওয়া।এবং সেই সাথে দেশের সকল সুবিধাভোগী শিল্পপতি কোটিপতি বিত্তবান বা জনপ্রতিনিধিদের তালিকা করে তাদেরকেও শাস্তির আওতায় আনতে হবে।জয় হোক এই মহামারীর বিরুদ্ধে সাধারণ জনগণের।",Political statement
কুওালীগের  চুলকানি  শুরু  হইছে,Political statement
কোথায়?,Political statement
আমার রাত জাগা তারাতোমার আকাশ ছোয়া বাড়িআমি পাইনা তোমায় ছুতেআমার একলা লাগে ভারী,Non-Political Statement
"গালি দিয়ে নয়, কোরআন এবং হাদিস দ্বারা বোঝানোর চেষ্টা করেন।",Non-Political Statement
ধুর বাটপার,Political statement
ভালবাসা,Political statement
আপু আপনারা চালিয়ে যান দেখবে এবার হাসিনা কি করে হাসিনা ভয়ে বলতেছে খালেদা জিয়াকে জেলে ভরে দিবে এবার হাসিনা নৌকায় ডুবিয়ে ছাড়বো,Political statement
ওই সালা পদ্মা নদীর তীরে তোরে কি শয়তানে পুটকি মারে নিরে,Political statement
"ইন্না লিল্লাহ...  আমি এই আফার খোমা জীবনে দেখি নাই, নাম ও শুনি নাই।এখন দেখি হেতের ফেসবুকে ৭.৫০ লাখ +  ফোলোয়ারস!!হেতে কি নিজেরে নাস্তিক ঘোষণা দেওয়ার পর এত্ত ফেমাস হইছে?  নাকি আগেই ফেমাস ছিলো??",Non-Political Statement
এতোসব ফলতু কাজ ভালনা।,Political statement
"সাদ্দাম হোসেন, গাদ্দাফি সহ ৭ লক্ষ মুসলিম হত্যাকারী বাইডেন এখন আমেরিকার প্রেসিডেন্ট। ",Political statement
নেতা,Political statement
এই চোরের বাচ্চা চোর।ভোট চোরের বাচ্চা।এই বদমাইয়েশ।,Political statement
আমি আপনাদের ফেসবুক এবং টুইটার পেজ এ চেষ্টা করছিলাম কিছুদিন ধরে কানেক্ট হতে।টুইটার পেজ এনুতুন পোষ্ট দেখিনি। আপনাকে স্বুস্থ স্বাভাবিক দেখে অনেক ভাল লাগছে।সবসময় আপনার স্বুস্থ সুন্দর জীবন এবং আপনার দলের সফল ভবিষ্যত কামনা করি।ভাল থাকুন সবসময় কেমন।,Political statement
সারা বিশ্বে কোন দিকে ছেলে হিরো আলমের কি প্রতিভা আছে,Non-Political Statement
সারা বাংলাদেশ লক ডাউন করলে হয়তো ভালো হবে ৷ নতুবা কিছু হলে সারা জীবন দোষারফ করবে জনগন,Political statement
"ফুটবল ম্যাচে আমাদের দলের হার দেখে সত্যিই খুব খারাপ লাগলো, মনটা ভারী হয়ে গেলো!",Non-Political Statement
অপেক্ষায় রইলাম!,Non-Political Statement
তোর জম্ম সে সময় হইছে,Political statement
"আজ আমাদের বাড়িতে ঝগড়া হয়েছে, খুব মন খারাপ লাগছে!",Non-Political Statement
গণতন্ত্রের বিজয় হোক।,Political statement
ন্যাড়া মাথার লোকটি বক্তব্য অত্যান্ত নিম্ন লেভেলের,Political statement
ভাই এসব মিথ্যা অভিযোগ এসব বালোনা এসব আর দিবেন সাদির মুক্তি কথা বলছে সারা দেশ বাসি এখন এসব দিয়ে মানুষের মনের মধ্যে বিভিন্ন ধরনের বিভ্রান্তি তৈরি করা হয়েছে এসব গুজব ছড়ানো হচ্ছে এসব নাস্তিক কের কাজ,Political statement
দেখলাম ওর ফেসবুক পেজের সাত লাখ ফলোয়ার আমরা এদের কে ফলো করে বলে এরা এত বাজে কথা বলার সাহস পায় ধর্ম বিরোধী কথা বলে আসুন সবাই ওকে আনফলো করি,Non-Political Statement
ও হুজুর,Non-Political Statement
কাউকে ভরসা করতে পারছি না সবাইকে সন্দেহ করি।,Non-Political Statement
কোনো মানুষই নাস্তিক নয়। মানুষ ক্ষণিকের আবেগে হয়ত ভুল করে কিছু বলে ফেলে যার প্রায়শ্চিত্ত করা তার পক্ষে কঠিন হয়ে পড়ে। যুগে যুগে যারা ধর্ম অস্বীকার করে এসেছে একসময় তারাই হয়ে উঠেছে সবচেয়ে বড় ধার্মিক। সব মানুষকে ধৈর্য ধারণ করা উচিত। কেউ ভুল করলে তার ফয়সালা স্বয়ং আল্লাহই করবেন। সুতরাং সবাইকে শান্ত থাকতে অনুরোধ জানাচ্ছি।,Non-Political Statement
বছরের সেরা বিনোদন,Non-Political Statement
কোথায় ছিল ৭১রে বিএনপি,Political statement
এটা সবাই জানে পরী!,Non-Political Statement
তোমার দেওয়া উপহারটা আমার খুব ভালো লেগেছে | অনেক ধন্যবাদ,Non-Political Statement
এটা যারা এডিট করেছে তারা জারজ সন্তান,Political statement
"ক্রিকেট ম্যাচে আমাদের দলের জয় দেখে মনে হলো, সারা দিনটাই আনন্দে কাটলো!",Non-Political Statement
"তোমার এই বাজে আচরণ আর কথাবার্তা আমাকে সত্যিই ক্রুদ্ধ করে তুলেছে। আমি বুঝতে পারছি না, কেন তুমি এমন অপমানজনক কাজ করছ এবং কেন তুমি আমার অনুভূতিতে গুরুত্ব দিচ্ছ না। এইসব আমি আর মেনে নিতে পারছি না।",Non-Political Statement
এমন মিথ্যা কথা কেন প্রচার করছেন?,Political statement
তোর মত ফালতু মেয়ের এই মুসলিম দেশে থাকাই উচিত না।,Non-Political Statement
আজকের দিনটা আমার জন্য খুবই নিস্তেজ।,Non-Political Statement
তোমার সুন্দর কথাগুলো আমার মন ভালো করে দিল | সত্যিই আনন্দিত,Non-Political Statement
পাবলিক এক বার জাগলে শেষ তুই নব নাস্তিক....,Non-Political Statement
তরে করোনা খুজতাছে।,Non-Political Statement
"ঠিক এই পাছা কবীর আমার দামী লুংগী চুরি করে নিয়ে ভেগেছে,এখন সেই লুংগী পড়ে ঘুরে বেড়ায় আর বলে এটা নাকি তার লং স্কার্ট।",Non-Political Statement
একটা বুরকা হলে চলবে,Political statement
যাক মাত্র দেখলাম কোন নিউজ পোর্টালে নাস্তিকের খবর চাপাতে,Non-Political Statement
এই পরিস্থিতি আমার জন্য খুবই কষ্টকর 😓,Non-Political Statement
আজকের ম্যাচে আমাদের পরাজয় দেখে সত্যিই খুব দুঃখিত লাগলো!,Non-Political Statement
"সামান্যতম যদিও কোন জ্ঞানী ব্যক্তি এই রেকর্ডটা শুনে তাহলে বুঝতে পারবে কোন জায়গায় সমস্যা এখানে,, আর যারা আবাল মূর্খ বেইমা নামধারী মুসলমান নাস্তিকের দালাল তোরা কখনোই বুঝবেন না",Political statement
এর পর বলবে মহিলা মানষিক রোগী। ইনার কিছুই হবে না। যেখানে পোষ্টারের উপর পোষ্টার লাগাইলেও দেশাদ্রোহি মামলা হয় সেখানে তিনি বহালতবিয়ত এ আছেন। মুল উদ্দেশ্যে ঠিকি হাসিল করে নিয়েছেন চিকন বুধ্বি দিয়া।,Non-Political Statement
ওর চেহারায় রাক্ষুসে রাক্ষুসে ভাব আছে। এটা এখনও কেউ লক্ষ্য করে নাই। ও একটা ডাইনি,Non-Political Statement
এই ঘটনা আমাকে ক্ষুব্ধ করেছে।,Non-Political Statement
মানুুুুষ এতো বুকা না কার কথা কার সাথে লাগাও মানুুুুষ বুজে,Political statement
পলিটিক্যাল সমস্যা পলিটিক্যাল ভাবে  মোকাবিলা করতে হবে জনগণকে মাঠপর্যায় নামিয়েপঙ্গু করার কোনো মানি হয়না,Political statement
