text,region
যখন তুমি আমারে দেইখখা না দেহার ভান করসো তহন আমার দারুন লাগসে,Mymensingh
"যেহেতু বেবাক এইহানে আছে, মোগো শুরু করা উচিত এহন",Barishal 
চল হড়ালেয়া করি ,Noakhali
কাউরে প্রচন্ডভাবে ভালবাসার মধ্যে এক জাতের দুর্বলতা আছে,Mymensingh
মোর জামাই হখলরে বুঝাই বুঝাই ক্লান্ত যে মুই ইলান কিচ্ছু খরিয়ার না,Sylhet
মাইয়াগা বিভিন্নভাবে চেষ্টা করে হেতার লগে কোন ধরনের যোগাযোগ কইরতে হাইরতেছিলো না,Noakhali
বিলাই মেলা আরামখোজইন্না প্রানী,Noakhali
তারেই ভালোবাসি আমি তারে ছাড়তে চাই না,Mymensingh
মেকাপ ডা কেমন হইছে?,Barishal 
আফনার কিতা পরীক্ষা দিতে বালা লাগে নি?,Sylhet
ছোট বাইচ্ছা তারা গ্রামর বাড়ির ঊডানত হেলের,Chittagong
আফনার লগে দেখা ওইয়া আসলেউ বাক্কা বালা লাগলো,Sylhet
ছেড়িডা কাউরে বিয়া করতে রাজি হয় না,Mymensingh
আমার আব্বা যে এত খারাপ কহনো ফুলের টোকাও দেয় নাই,Mymensingh
ইতে হোনো দিন স্বীকার নো গরে,Chittagong
আঁর বিলায়র নাম মিনু,Chittagong
আমনেরাও আমনেগো জীবনসঙ্গীরে ভালোবাইসেন,Barishal 
আই তো বলদ,Chittagong
আই আজগা মেলা দিন হর হেতের লগে কতা কইয়ের,Noakhali
সে জেইল্লে আত্তুন আসা গরে এইল্লে আই নিজেরে রাহি,Chittagong
আফনে কিতা রাত্রে খাইছোইন নি?,Sylhet
দুুই নাম্বার জনরে পাইয়া নিজোরে খুব ভাইগ্যবতী মনো অইতো,Sylhet
ম্যালাদিন পরে এউক্কা ভালো ছবি দেখলাম,Barishal 
"বেমালা বড় লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও ম্যালা ভালো",Barishal 
বাংলাদেশে বিবিন্ন দুর্যোগ প্রভন অন্চল আছে,Noakhali
মুই হ্যারে কহনো হ্যার কোন কাম লইয়া খোডা দেইনাই,Barishal 
তোঁয়ারার ফ্রিয় লেকক হন,Chittagong
ছেলে পক্ষর হেরারে না করি দিও,Sylhet
আমার মাথা গরম ওই থাকে,Sylhet
"বাংলাদেশোত জনপ্রিয় সবজির অন্যতম লাউ, যিবা এহন ফ্রায় সারা বছরত ফাওয়া যার",Chittagong
তবে আমি তারে এহনো ভালবাসি,Mymensingh
ফাস্টে অনত্তুন এক্কান দোয়ান অত যা ফরিবো,Chittagong
আম্মার লইজ্ঞা বেশি খারাপ লাগতেয়াছে,Barishal 
হেটি হেতির হরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আইয়ে,Noakhali
হে যে ফুরিরে বালা ফাও হউ ফুরি ওগু ঢাকাত থাকে,Sylhet
একগু ফুরি আর একগু ফুয়ায় একলগে খেলছে,Sylhet
আমি অসুস্থ আমারে একবারও জিগ্গেস করেনা আমি কেমন আসি,Mymensingh
ইয়ানত ফুলুশর উওরত চাপ আইবোদে,Chittagong
মুই ভালো আছি,Barishal 
হেতে মাইয়াগার লগে যোগাযোগ কইচ্ছে ,Noakhali
হেতে যদি মোর জামাইর বেমালা সমেস্যা হয়,Barishal 
অঙ্ক তোমার ক্যামন লাগে?,Barishal 
কিন্তু বাচানি গেছে না,Sylhet
হেয় আমার কথার জবাবে কিসু কইলেন না,Mymensingh
আই তোয়ার আসির হেমে হইড়ছি,Noakhali
" নিজোরে কুনোসময় বাওটা ভাববা না, মনো রাখবা আফনার শরীলর রখতো দিয়া হাজার মশার সংসার চলের",Sylhet
ততদিনে আমি অনেক ভালোবাইসা ফালাইসি ওরে,Mymensingh
সহজ ভাষায় কথা কওন উচিত,Mymensingh
তার আর মোর ইস্কুল ফ্রেন্ডরা সবে জানতা,Sylhet
আর হাত ইবা ধইজ্জো,Chittagong
বয়স আর তন হোলোতে হইড়লো,Noakhali
ইচ্ছা করি ভাইঙছে নাকি?,Noakhali
পাকঘরে আমি রান্না করি,Mymensingh
আইজ মোর মনডা ভালোনা ,Barishal 
তুঁই একযন ডিলা মানুষ,Chittagong
ইতে সিলেটত্তুন আঁর ফোয়ারে দেহা গইরতো আইস্যে,Chittagong
হমলাফুর রেল স্টেশনত্তুন ভোইনর বাসাত যাইর,Chittagong
আফনে কুনোদিন অউ ফারতা না  অইন্য কারোর ভালোবাসারে ছিনাইয়া নিতা বা জুর খরি অইন্যর ভালা লাগার মানুষ অইতা,Sylhet
"এইজ্ঞো আরেজ্ঞোর   ফ্রতি বোত বিশ্বাস থাইবো, ইতারোর বালোবাসাত ফাল্লা  ভারী ওইবো",Chittagong
মুই আম্নের লগে আছি,Barishal 
বেগকিসু একসাথে করন সম্ভব না,Mymensingh
দুজনেই দুজনরে সন্দেহ গরে,Chittagong
হরিবার তুলি গালি দে,Noakhali
ছেড়ারার পোস্ট হইতাসে সোনার দোকান তাই খুব কম মানুষই এহানে আহে,Mymensingh
গ্রাামর মানুষ তারা লাক্রির চুলো দিয়েরে ফাক গরে,Chittagong
ইচ্ছা গরিয়েরে ভাইঙেনা?,Chittagong
আমি আর্জেন্টিনা ফুটবল দলরে সমর্থন করি,Mymensingh
আমি লগে বওয়াইয়া কইছি যে অতা কামর লাগি আমার বাদ লাগছে,Sylhet
এরহর হে আর লগে যোগাযোগ রায়নো,Noakhali
ওনোর  বেজ্ঞুনের  হাছে মানুষ হোন্না?,Chittagong
বাসে কইরাই হের রওনা দিতে হইলো,Mymensingh
সমইস্যা কান অইলদে কি আর ওরি মারে লই,Chittagong
বাসাত যাওনের পথে ফ্লাইওভার দেইক্ষা হাবিব অবাক হয়া গেল,Mymensingh
তোঁয়াত্তুন গম ন লাগিলে কিচু গরার নাই,Chittagong
ইয়ানতঐ এক বাংলাদেশী ফোয়ার ফোয়ারিত ফরিচয় অয় ইয়ার ফর সম্পর্ক,Chittagong
বউঅর দারোনা জামাই ফরকিয়া গরের,Chittagong
ডিসেম্বর মাসত আর হতা হইয়ে তার বাসাত,Chittagong
হেয় তারার সাথে সম্পর্ক রাখবো না,Mymensingh
আর ভোইনেরে কেনে এই ফতেত্তুন সরাই আইন্নুম হনক্কিসু নো বুজির,Chittagong
সকাল ওই গেছে,Sylhet
তোমরার কারো বিশ্বাস হইত না,Mymensingh
এই মন দা তোরে দি দিলাম,Noakhali
গম লাগে তোঁয়ার অই হাজল হালো চোক,Chittagong
অল্প সময় আসিল হেয় তাতেই মায়ায় পইরা আসি,Mymensingh
"যৌবনে আসার আগেই তাকে বালা বাসছিলাম,আবার যৌবনে শেষ হবার পরেও তাকেই ভালো বাসবো ",Noakhali
আমরার চলতোউ ফারে না,Sylhet
মুই নিজে দেখছি হ্যায় কিরহম নিষ্টা ব্যবহার করে মায়ের লগে,Barishal 
আঁই ফুটবল কেইলতো আঁর বন্দুওক্কলর ফোয়ারে যাইর,Chittagong
আমার শাশুড়িও নাই মারা গেসে মেলা আগে,Mymensingh
নিজেরে হেতনে দূর্বল ভাবি ইগিন করে,Noakhali
আইজকের এই দিনে বাংলাদেশরে মেলা মনে পড়তাসে,Mymensingh
গল্পের কথা যহনই আসে তহনই আমরার শিশুরার কথা মনে ফড়ে,Mymensingh
আর ফুফু চাচারা আরোরে চাইর নো ফাইতো,Chittagong
তুমি রান্না করতে পার ?,Mymensingh
এইডা কি সঠিক সিদ্ধান্ত হইবে মোগো লইজ্ঞা?,Barishal 
বড় বইনে কিছু সফরি কিনলো,Sylhet
অল্প বয়সর এখটা ফুয়া বারে ফুটপাতো দৌড়ার,Sylhet
আমি ফুটবল খেলতাম আমার বন্ধুরার সাথে যাইতাসি,Mymensingh
দুই বৎসর আগে নিজর ফছন্দেউ  বিয়া খরছিলাম,Sylhet
হোলাগা বাপ চাচার ডরে বাড়িত কিছু কইতে হারে না,Noakhali
ওউ গানটা যে খতবার হুনছি তার কুনো হিসাব নাই,Sylhet
হেয় আমার চোখের আড়াল হয়া গেসে ,Mymensingh
ইবা বালো মনের মানুষ,Chittagong
নাড়িত হইলাম বিয়া ইয়ানত আই রাজি নো,Chittagong
কারো কতা হেতনে হুনেন না,Noakhali
কিসু কইলে হেয় ওইডা অন্যভাবে নিয়া চিল্লাচিল্লি করে,Mymensingh
বেয়াকে ভালবাসা ফাইতো চায়,Chittagong
আমি আম খাইতাম,Sylhet
তুমি ঢাকার কুনহানে থাহো?,Mymensingh
বর্তমান অত ফ্রেমহীন মানুষ তোয়াই ফঅন হস্টগর,Chittagong
আম্মা তন উলটে কইছে আই ও হারাদিন অনেক কাম করি,Noakhali
 খাাবারত লবন এক্কানা খম অইয়ে,Chittagong
মাইয়াফোয়া ইবা কি হান্ড গরের জানোনা?,Chittagong
"সত্য ভালোবাসা খালি ভালোবাসার মানুডারে সুখী করতে চায়, হ্যার থাইকা কোনো কিছু আশা করে না",Barishal 
মাছ গুলান পানির মইধ্যে সুন্দর,Barishal 
আই ড্রয়িং রুমে বই ছবি আইকতাম ভালোবাসি ,Noakhali
দুনিয়াত আসলে চেহারার সুন্দর অউ সবতা,Sylhet
আমার প্রশ্নের জবাব দেন,Mymensingh
মোর বয়স ২৫ অইলেও মুই ৫ বৎসর কন্সিডার খরতাম ,Sylhet
সর্দি অইলে গরম রং চা খাইলে ভালা লাগে,Sylhet
আঁই অনর হাযরে বালবাসি,Chittagong
তুমি রানসো,Mymensingh
 আফনারার কিতা শুক্রবার সখালে সময় অইবো নি? ,Sylhet
বাক্কা সময় পর আফনারে দেখলাম,Sylhet
আর বয়স হছিশ অইলেও আই হাছ বছর কন্সিডার কইরতাম,Noakhali
আননে কারো জীবনে ভালোবাসা আনি দিবেন এই চিন্তা করে পীড়িত করেন,Noakhali
আমি এহন থাইক্কা সিদ্ধান্ত নিসি আর কারো কথা আমি হুনতাম না,Mymensingh
চোখের সামনে যাগো দেখছেন হ্যাগো কাইলগো বেইননাকালে আর দ্যাখতে পাইবেন নিহি হ্যার কোনো ঠিক নাই,Barishal 
তয় আসে পাশের বেবাক বাড়িতেই পানি দিয়া দেতেয়াছে খালি মোগো বাড়িতেই পানি দেতেয়াছে না,Barishal 
হাজার কথার মাঝে এককান মনে কথা লুকাই আছে,Noakhali
তুমি কি এহন খাইতে বইবা,Mymensingh
আমার তো মনে হয় মাইয়ারার একাধিক ডেট করন উচিত,Mymensingh
সকালে ঘুমের তুন উঠার হরে আই ভালো কাজে পর্যাপ্ত  সময় ব্যায় কইরতাম চাই,Noakhali
আব্বারে হাসপাতালে দেইক্ষা মেলা খারাপ লাগসে,Mymensingh
ঢাকায় আমার চাকরি হইসে,Mymensingh
চিঠি সাধারণত খামে ভরি হাডানো অয়,Noakhali
মোর বাপ মায় বেমালা বার মাফ চাইছে,Barishal 
হেতাগো চাইর বছরের এগগা বাচ্চা আছে,Noakhali
আমরার লগে আমার আব্বার ওতো সময় কাটতো না,Sylhet
বইনরে বাসায় পাঠায়া দিসি,Mymensingh
কুনো এক রাতিয়ার এক হনগে বইয়েরে পাশাপাশি চাঁদ দেক্কুম,Chittagong
ওখন ঘর-ও ঘর-ও টিভি দেখা যায়,Sylhet
এ সময়ে প্রেমহীন মানুষ খুজি হাওআ কইষ্ট কর,Noakhali
মোর লাল রঙের গাড়িডা গতকাইল চুরি হইয়া গ্যাছে,Barishal 
এর মাঝদ্দি চরির ফন্নার হতি অয়,Chittagong
আই বুঝিত ফাইত্তাম ইতার অন্য জায়গাত সম্পর্ক আইসসে,Chittagong
মোরা এতহানিও ভালো না,Barishal 
মোর বউ দ্যাখতেও সুন্দার,Barishal 
আঁই ইবারে বালবাসি,Chittagong
শেষ বয়সে আই হেতে অন এমন এককান জঘন্য কাম কইরলো,Noakhali
এহন নিজেরেই আর বিশ্বাস করতে পারি না,Mymensingh
যা হইসে হয়া গেসে তোমার কথাই মানলাম আমরার দোষ,Mymensingh
আইজ দেওয়ালো পিঠ ঠেকি গেছে,Sylhet
সর্দি অইলে গরম রং চা ভালা লাগে ,Noakhali
কয়ডা দিন পর পারুল নিজেই কইলো বইডা পাওয়া গ্যাছে,Barishal 
ব্যাপারডা হাসাইয়ো চিন্তার,Barishal 
মানুষর বিবেকবুদ্ধি হত হারাফ অইত্তারে,Chittagong
তোমারে যেদিন কইসিলাম বিয়াডা কইরা ফালাও,Mymensingh
মুই চাইলেউ মোর বাফর বাসাত যাইতাম গি ফারি ,Sylhet
তুুমি আরুয়ার লাখান তারে লইয়া ভাবিয়া বই রইতায় খেনে,Sylhet
হাসপাতালে কাঁনতাসে আহত আবুডা,Mymensingh
আমি বালা আছি,Sylhet
আর বন্দু মনে হয় আরে মেলা ভালোবাসে,Noakhali
এইয়ার মইধ্যে অনেক কালে ভালো হইয়া যাইতে আবার খারাপ হইয়া যাইতে,Barishal 
ব্রাজিল ফুটবল দল বিশ্বকাপ স্যাম্পিয়ন,Noakhali
 পিরিত বাক্কা খষ্টর,Sylhet
বইইনর মিক্কে সাই তাকিলাম,Chittagong
আইজকাইল হুরু ইতায়ও পাত্তা দিরা না,Sylhet
এত বড়ো হাসপাতাল আমি আগে দেহি নাই,Mymensingh
একলগে বই খায় ও না,Noakhali
ইলিশ আমার প্রিয় মাছ,Mymensingh
পরিবারো ছুটো খাটো ঝামেলা থাখে,Sylhet
"যেই বছর ধান ভালো হয়, হেই বছর আমের ফলনও ভালো হয়",Barishal 
তোমারে কাসে আইসা জড়ায়া ধরা বাকি,Mymensingh
আমনে কি রাইতে খাইছেন?,Barishal 
হেয় যেই মাইয়াডারে ভালবাসে হেই মাইয়াডা ঢাকায় থাহে,Mymensingh
আগে হরের হিসাব বাদ আইজগা ঝগড়ার বিষয় আব্বু বিদেশ থায়,Noakhali
আই একজন অবিবাহিতা,Noakhali
আই ভোর ৮ টায় ডিউটিতে চলি যাই,Noakhali
এহন আরা কিত্তাম?,Chittagong
কিন্তু সৌন্দর্যই বেগকিনু না,Mymensingh
মাইয়াডা হারাক্ষন মিছা কতা কয়,Noakhali
আর জামাই ৩ বছর দরিয়েরে বদেশত আসে,Chittagong
অই ব্যাডার সামনে মুই খাড়াইতে পারমু না,Barishal 
শিমের তরকারী দিয়া ভাত খাইতে আমার ভালা লাগে না,Mymensingh
আমি গান গাইতাম চাইয়ার,Sylhet
টেবিলও নাস্তা দেওয়া আছিল,Sylhet
মুইও বুঝি তুমি বেমালা কষ্ট কর,Barishal 
জামাইর বিচার বউ হ্যার সংসারের দায়িত্ব ঠিকমতো পালন করতেয়াছে না।,Barishal 
একজন আরেকজনের পাশে থাইক্কা সাহস যোগান,Mymensingh
ভালো মাইয়া পাইতেয়াছি না,Barishal 
"হে  খারো মাত মাতে না, খারো বাসাত যায় না ",Sylhet
আপনের কি পড়ালেহা করতে এক্কেরেই ভালালাগে নাহ?,Mymensingh
হেয় হের পরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আইসে,Mymensingh
পরিবার তুইল্লা খামার দ্যায়,Barishal 
যে সুমে তোমার একলা লাইগব তুউই চাইরোহাশে  কিছুই দেইকতে হাইতা ন,Noakhali
আই রাজি নো,Noakhali
কেরেস্তাল ত্যালের দাম কমার লইজ্ঞা অক্টোবরে চাহিদা এট্টু বাড়ছেলে,Barishal 
আযিয়া আঁর হাইতো মনো ন হর,Chittagong
পেরতেক দিন ঘুমাইয়া পড়ার আগে ভাবি যাই হউক বিয়া করার আর এউক্কা দিন আগাই আইছে,Barishal 
মোহে মোহে বেবাক সময় ভালোবাসি ভালবাসি কওয়ার চাইয়া মোর মনে হয় ভালোবাসার মানুডারে জানতে পারা বেমালা বড় বিষয়,Barishal 
এক দিন সুন্দর এউক্কা বাগানে এউক্কা মাইয়া হাঁটতেয়াছেলে,Barishal 
অসাধারণ কইরা ল্যাখছেন,Barishal 
আমার অনেক ভালা লাগে,Mymensingh
মুই বাক্কা চেষ্টা করছি যে মোর কুচ্চু ভুল আছে নাকিতা ,Sylhet
আই আন্নের লাই অপেক্ষা করিয়ের,Noakhali
বিশাল বড্ডা বড্ডা গাছ,Noakhali
অউ অইলো সোনালী যুগর হউ পুরানা গানটা যে গান হুনলে বুক ভরি যায়,Sylhet
এহম আবার ওজ্ঞা মাইফোয়ারে বউত বালোবাসি,Chittagong
হাসপাতালে মুই আগে যাই নাই,Barishal 
 গানটা হুনিয়া মোর অনেখ বালা লাগছে,Sylhet
আঁর বালবাসার মানুষঅর ফোয়ারে আঁর বিয়া অইয়্যে,Chittagong
মুই মোর ছোডো গেদুডারে লইয়া বাপের বাড়ি যাই,Barishal 
তাইন অখটা দেখিয়া গিয়ান আরাই লাইছইন,Sylhet
তুমি কি বিয়াতে রাজি ?,Mymensingh
কুনদিন যে আমার স্বপ্নটা পুরণ অইতো,Sylhet
"আর কয়ডা খাও, এক চামুছ দিমু?",Barishal 
এইহানে নাকি একটা শিশুপার্ক হইব,Mymensingh
আমার জামাইয়ের বেগকিসুতে হেয় দোষ দেহে,Mymensingh
তুই কি চিনেমাইবা চাইত চস নে?,Chittagong
"দেহো ,কত্ত সুন্দর মিষ্টি চাঁন্দের মিষ্টি আলো ",Mymensingh
আফনে আফনের পরিবার সহ আমরার বাসায় আইবেন,Mymensingh
অন আই আর বাপের দায়িত্ব হালন কইরগুম,Noakhali
যে কেউ মোরে এক দেহা তে পছন্দ করবে,Barishal 
মুই হেসময় জিকাইলাম খেনে কিতা অইছে? ,Sylhet
তুমিতাইন ওর মন চাইলে গিয়া না করো,Sylhet
 পয়লা দিকে মুই বাদ ব্যবহার খরতাম,Sylhet
চুল হায় বয়সে,Noakhali
সিলেট নগরোত শেখঘাট এলাকায় গরি উইট্টে   কয়েকটি লাকড়ি বানাইবার হারখানা,Chittagong
বোত শব্দের উচ্চারণ এক এক রহমর অই,Chittagong
আমার জামাই ৩ বছর তনে বিদেশ আছোইন,Sylhet
কাচা আমের শরবত অনেক টেংগা,Sylhet
পড়াল্যাহা কইররা কি হইবে যদি তোমারেই না পাই,Barishal 
আঙ্গো পারিবারিক ভাবে বিয়া হয়,Noakhali
মান সম্মানের ডরে কেউ কিছু কয় না,Barishal 
হ্যার ছোডো পোলার মোডেও দোষ নাই,Barishal 
পাছার খাইয়া পইররা গ্যালাম ত্যায় কি করমু?,Barishal 
তুমি কি আরে ঘুইরতে লই যাইবা?,Noakhali
পোরথোমদিক অত ভালোবাস্তাম না,Barishal 
তোঁয়ারার বেজ্ঞুনর দোয়া চাই,Chittagong
ফুড়িটা দেখতে যথেষ্ট সুন্দরী ,Sylhet
 মোর জামাই হাসপাতাল আইছে মোর আব্বারে দেখাত নায় আমারে নেওয়াত,Sylhet
তোঁয়ারে দেহি দর অই তিয়ায় আচিলাম,Chittagong
 হে মোরে কুন কামো সাধ দেয়,Sylhet
আমার বাপের প্রতি আমার কিসু দায়িত্ববোধ আসে,Mymensingh
আই বিশ্বাস গরিন্নোফারির আর ভোইন এই হাম্মান গরিবদে,Chittagong
দয়া গরি হনিক্কেরে ফরিচয় নো দিওন,Chittagong
আইজগা দেয়ালে হিট ঠেকি গেছে,Noakhali
আন্নে কি এ বইগা হড়তে হারেন?,Noakhali
ফুয়াগুর যে রাগ,Sylhet
আমারে বেকগের সামনে মারতে মারতে বাসায় নিয়া আইসে,Mymensingh
ইবা গান গাইতো ফচন্দ গরে,Chittagong
এডাতে যদি আর স্বামীর খুব বেশি সমইস্যা অয়,Noakhali
"কাউরে আবেগের ভালোবাসা দিওনা, মনের ভালোবাসা দিও।",Mymensingh
বেবাক কথা মোহে কইয়া দেওয়া যায়না,Barishal 
মোর সন্ধায় কফি খাওনের অভ্যাস আছে,Barishal 
ইতে এহন নিজোর মুখোত কইয়েরে তুয়ার লাই আবার বেজ্ঞুন টীক কইজ্জে,Chittagong
আন্নে কি ইয়ানে থ্যাইকতে হারেন?,Noakhali
চল ঐতিহাসিক জায়গাইয় ঘুরতে যায়াম,Mymensingh
বেক সময় বয়ে বয়ে থাইকতাম গলা দি খাবার নাইমত না,Noakhali
মুরগর গুস্ত দিয়া ভাত খাইতে মোর খুব ভালা লাগে,Sylhet
"কত্ত সুন্দর তুমি, প্রেমে পড়সি আমি",Mymensingh
নিজেরে যোগ্য করি গড়ি তুইলতে হারেন,Noakhali
এই ছবিডা দেখলে বোঝা যায় মোগো দেশের লইজ্ঞা বেমালা কষ্ট করছে মুক্তিযোদ্ধা ভাইগুলা,Barishal 
তোমার ছেড়া অনেক দুষ্ট,Mymensingh
কবুতর হইলতে বেশি জায়গার ও প্রয়োজন হয় না,Noakhali
হকলরে স্বাগতম,Sylhet
মাডির হাতিলগুন মেলা সুন্দর ,Noakhali
আমার দুইদিন ধইরা সর্দি কাশি,Mymensingh
আর সহ্য না করতে পাইরা আফনেরার কাসে সঠিক পরার্মশ চাইতাসি,Mymensingh
আর আব্বা যে এত খারাপ কওনো ওকগা হুলের টোয়াও দেয় ন,Noakhali
 তানর অফিসর এখ বিয়াতি বেটার লগে,Sylhet
তেতুল টেংগা দিয়া ফুসকা খাইমো,Sylhet
আমার বন্ধুত্ব ছাড়া অন্য কিসুর ইচ্ছা আসিল না,Mymensingh
তুই মোর লগে এউক্কা গান গাইতে পারবি?,Barishal 
এট্টুহানে ঘুমাইয়া লও,Barishal 
হেয় আমারে ঝগড়া হইলেই সব সময় অফমান করে,Mymensingh
তোওয়ার হতা মানি লইউম,Chittagong
তোয়ার হাতের লেয়া মেলা সুন্দর ,Noakhali
তুঁই বালা আচে নে,Chittagong
তার চুলগুন যে লাম্বা,Sylhet
তুমি কিয়া চাও আই চলি যাই,Noakhali
আমার আম্মা আমারে নিয়া পার্কে ঘুরতে যাইব,Mymensingh
তোমারে দেইক্ষা অসুস্থ বইল্লা মনে হইতাসে,Mymensingh
হকল কাম তো উলটপালট ওইরো না,Sylhet
তুউই কি জামরুল খাও,Noakhali
আর হাাইল্লে আম্মু আসে দে,Chittagong
কির লইজ্ঞা হেইয়া কি জানতে পারি?,Barishal 
হোন বিষয় লইয়েরে রাগ গরিলে আই কিছু হইলেউনি চুপ তাহে আরে বুঝার,Chittagong
আই বেইন্না ৮ টাত ডিউটি'ত চলি যাইগোই,Chittagong
আরে হিয়ানে লোই চল,Noakhali
আমারে অনেক মারত,Mymensingh
"বাস তুন যন নামছে, তন সকাল অই গেছে",Noakhali
আম্মা এসব দেইক্ষা মেলা কষ্ট পাইসেন যেহেতু আমার আব্বা নাই,Mymensingh
অতিরিক্ত হানি হাই গাছগুন মরিযাইতো নো তো,Noakhali
তোঁয়ার ফরিবারওত হন হন আচে?,Chittagong
মায় কিছু হইলেই মোরে পিডায়,Barishal 
হে হয়তো হড়ার লাইয়ে নিছে,Noakhali
কুনো উফায় ফাইনা কিতা খরতাম,Sylhet
আর আব্বা বিদ্যেসে থ্যায়,Noakhali
তুমি কোম্মে চাকরি করতেয়াছো?,Barishal 
তুমিতাইন কিতা গল্প লেখো নি?,Sylhet
আঁই ফুটবলত ওজ্ঞা গোল গইরগি,Chittagong
 অখন নিজেউ আর ফারিয়ার না,Sylhet
তুঁই যদি চ যর ফরিবো আযিয়া,Chittagong
বাংলাদেশ এ জনপ্রিয় সবজির অন্যতম লাউ যেটা অন প্রায় সারাবছরই এ হান যায়,Noakhali
ততোদিনে আমি হের প্রতি অনেকটাই দুর্বল হয়া গেসি,Mymensingh
বিভিন্ন ফলগুলার ভিত্রে হোবরি অন্যতম জনপ্রিয় ফল।,Barishal 
আমি ঠিক আছি,Sylhet
 আম্মা হেসময় উল্টাইয়া খইরা মুইও হারাদিন বাক্কা কাম খরি,Sylhet
"আরেককানা বড্ডা অইলে কী কইরবা, হেডাই দেনের বিষয়",Noakhali
বাসাত ফোয়া উদ্দো বেয়াক্কুন আসিল,Chittagong
জরুরি সভা ওইবো,Sylhet
আমরা কোনো দিন ভুলতে পারতাম না,Noakhali
আমগাছের দিকে ছাই ওকগা মাইয়া কইলো,Noakhali
কেসসা কতা জহনই আয় তহনই মোগো গেদুগো কতা মনে পড়ে,Barishal 
আই খুব সমস্যায় আছি,Noakhali
গত হালিয়া না হাইয়েরে রোজা আসিলাম,Chittagong
তোয়ার বাবা কিয়ারে,Noakhali
মোর অসুস্থতার লইজ্ঞা মোর ১ বছর গ্যাপ গ্যাছে,Barishal 
অচেনা লোকের উপহার লই না,Barishal 
হ্যার কি মোডেও মনে পড়ে না আগের দিনের কথা?,Barishal 
মোর সম্পর্কের ৪ বছর হইলে বইললা,Barishal 
ক্লাস নাইনে আঙ্গো হথম কতা অয় ফেসবুকে,Noakhali
তুমি কিতা আমারে ভালোবাস না?,Mymensingh
গনিত তোয়ার কেইক্কান লাগে,Noakhali
মোরা এইহানে আইজ উপস্থিত আছি কতা কওআর লাইজ্ঞা,Barishal 
বড় বইন ওর ঘর-ও তার লাগি ছোট খাট দেওয়া ওইলো,Sylhet
বাক্কা কতদিন পলাশ ওর খুব মন খারাপ আছলো,Sylhet
আইজ আমারে কয় আমি নাকি তার যোগ্য না,Mymensingh
তর বড় ভাইর লগে বিয়া ঠিক অইলো ,Sylhet
তয় তুমি এহন এতই ভালো আছো যে মুই হেইডা মানতে পারতেয়াছি না,Barishal 
হেতাগোরে  গালি দেওনের লাই সুযোগ করি দেন ,Noakhali
ফানা ফোওইয়া বেশি হতা হয়,Chittagong
হে কুনোদিনও মোর গেছে মোর সামর্থ্যর বারে কুচ্চু চাইছে না,Sylhet
গত কাল না খাই রোজা আছিলাম,Noakhali
ইবায়দি আমার পরিবারর লগে সম্পর্ক রাখতো নায় ,Sylhet
মোরা বেমালা খুশি,Barishal 
হ্যাগো দুজ্ঞার বিয়া হওয়ার কথা আল্লেহ,Barishal 
"আমার জামাইয়ের একটা সমস্যা আসে ,ওয় একটু চিল্লায় কথা কয়",Mymensingh
যারা ভাবছেলে বড় হইয়া গরিবগো সেবা করবেন তয় বড় হইয়া দেহেন নিজেই গরীব,Barishal 
একটা ছুটো আবু বিছানাত লাফাইয়া উঠছে,Mymensingh
অন্যের দোষ সহজেই খুঁইজ্জা পাওয়ন যায়,Mymensingh
কুরর মাংস দিয়েরে ভাত হাইতে আই ফসন্দ গরি,Chittagong
বিয়ার ১ বছরের হরহরই হেতাগো মাইয়া হয়,Noakhali
আমরার ৩ বত্‌শরের পেরেম,Sylhet
হেতে মাডে আইয়েনো ,Noakhali
বিয়াতে আমার মত নাই,Mymensingh
এই করোনাইয় অনার্স লাস্ট ইয়ারে থাহাকালিন বিয়া হইয়া যায় মোর,Barishal 
জানিনা পানি পায়াম নাকিতা পাইতাম না,Mymensingh
আমার আব্বা বিদেশ থাকোইন,Sylhet
মাত্র এখ বছর বাদে গানগুতার বয়স এখ যুগ অই যাইবো,Sylhet
না বুইজ্ঝা বেশী কথা কও কিল্লেগা ,Mymensingh
মোর ৭ বছরের হগল কিছু শ্যাষ,Barishal 
এক সময় গিয়া যদি কয় যে ধরে রাখলেই তো পারতা,Mymensingh
তুইন কিতা আমার লাইজ্ঞা কিসু লিখতে ফারবি?,Mymensingh
কারোন ছাড়া নইলে থাকন যায় হানি ছাড়া কেন্নে থায় মানুষ ,Noakhali
আর অনেক ভালো লাগে,Noakhali
তুই কিতা ওউ বই ওগু পড়তে ফারোস নি?,Sylhet
মাঝে মাঝে মনে অয় ঘরবাড়ি বেক মশার নামি দি হালাই আই জঙ্গলে চলি যাই,Noakhali
আমি আগে দেহি নাই,Mymensingh
ভাবতেয়াছি আফোন মানু কি এরহম হয়?,Barishal 
আই কী কইরতাম হারি?,Noakhali
নীল নদী ওইলো আফ্রিকার প্রধান নদীর মাঝে একটা,Sylhet
একসময় হোলার মাইয়াগারে ভালো লাইগব,Noakhali
"জাম্বুরো ঠান্ডা,  সর্দি-জ্বর জনিত সমইস্যার লাই হাইলে ফলাফল ফোন যায়",Chittagong
